time,src MAC,des MAC,source IP,destination IP,protocol,length
1758212642.8381426,ca:01:07:3b:00:08,00:0c:29:c2:dc:18,fe80::c801:7ff:fe3b:8,fe80::2cc4:e237:ed99:86bb,58,
1758212642.840971,ca:01:07:3b:00:08,33:33:ff:bb:53:17,fe80::c801:7ff:fe3b:8,ff02::1:ffbb:5317,58,
1758212642.9625974,00:0c:29:c2:dc:18,33:33:00:00:00:fb,fe80::2cc4:e237:ed99:86bb,ff02::fb,17,
1758212643.4010963,00:0c:29:c2:dc:18,01:00:5e:00:00:fc,192.168.0.3,224.0.0.252,17,
1758212643.8311024,00:50:56:c0:00:02,01:00:5e:00:00:fb,169.254.92.128,224.0.0.251,2,
1758212643.9803069,00:0c:29:c2:dc:18,01:00:5e:00:00:fb,192.168.0.3,224.0.0.251,17,
1758212644.4162998,00:0c:29:c2:dc:18,33:33:00:01:00:03,fe80::2cc4:e237:ed99:86bb,ff02::1:3,17,
1758212644.589922,00:0c:29:c2:dc:18,33:33:00:00:00:fb,fe80::2cc4:e237:ed99:86bb,ff02::fb,17,
1758212644.6269698,ca:01:07:3b:00:08,33:33:ff:bb:53:17,fe80::c801:7ff:fe3b:8,ff02::1:ffbb:5317,58,
1758212645.044516,00:0c:29:c2:dc:18,33:33:00:01:00:03,fe80::2cc4:e237:ed99:86bb,ff02::1:3,17,
1758212645.22163,00:0c:29:c2:dc:18,33:33:00:00:00:fb,fe80::2cc4:e237:ed99:86bb,ff02::fb,17,
1758212645.6634276,00:0c:29:c2:dc:18,33:33:00:01:00:03,fe80::2cc4:e237:ed99:86bb,ff02::1:3,17,
1758212645.812831,00:0c:29:c2:dc:18,33:33:00:00:00:fb,fe80::2cc4:e237:ed99:86bb,ff02::fb,17,
1758212646.26434,00:0c:29:c2:dc:18,01:00:5e:00:00:fc,192.168.0.3,224.0.0.252,17,
1758212646.4932725,ca:01:07:3b:00:08,33:33:ff:bb:53:17,fe80::c801:7ff:fe3b:8,ff02::1:ffbb:5317,58,
1758212646.844845,00:0c:29:c2:dc:18,01:00:5e:00:00:fb,192.168.0.3,224.0.0.251,17,
1758212647.2924886,00:0c:29:c2:dc:18,33:33:00:01:00:03,fe80::2cc4:e237:ed99:86bb,ff02::1:3,17,
1758212647.4528465,00:0c:29:c2:dc:18,33:33:00:00:00:fb,fe80::2cc4:e237:ed99:86bb,ff02::fb,17,
1758212647.8588524,00:0c:29:c2:dc:18,00:50:56:c0:00:02,fe80::2cc4:e237:ed99:86bb,fe80::cbea:9338:c8bb:5317,58,
1758212647.8606431,00:50:56:c0:00:02,00:0c:29:c2:dc:18,fe80::cbea:9338:c8bb:5317,fe80::2cc4:e237:ed99:86bb,58,
1758212647.8653412,ca:01:07:3b:00:08,00:0c:29:c2:dc:18,fe80::c801:7ff:fe3b:8,fe80::2cc4:e237:ed99:86bb,58,
1758212647.908096,00:0c:29:c2:dc:18,33:33:00:01:00:03,fe80::2cc4:e237:ed99:86bb,ff02::1:3,17,
1758212647.9091153,00:50:56:c0:00:02,00:0c:29:c2:dc:18,fe80::cbea:9338:c8bb:5317,fe80::2cc4:e237:ed99:86bb,17,
1758212648.0799837,00:0c:29:c2:dc:18,33:33:00:00:00:fb,fe80::2cc4:e237:ed99:86bb,ff02::fb,17,
1758212648.082833,00:50:56:c0:00:02,33:33:00:00:00:fb,fe80::cbea:9338:c8bb:5317,ff02::fb,17,
1758212648.083984,00:0c:29:c2:dc:18,33:33:00:00:00:fb,fe80::2cc4:e237:ed99:86bb,ff02::fb,17,
1758212648.0860622,00:50:56:c0:00:02,33:33:00:00:00:fb,fe80::cbea:9338:c8bb:5317,ff02::fb,17,
1758212648.0901935,00:0c:29:c2:dc:18,33:33:00:00:00:fb,fe80::2cc4:e237:ed99:86bb,ff02::fb,17,
1758212648.0919113,00:50:56:c0:00:02,33:33:00:00:00:fb,fe80::cbea:9338:c8bb:5317,ff02::fb,17,
1758212648.1399655,00:0c:29:c2:dc:18,33:33:00:01:00:03,fe80::2cc4:e237:ed99:86bb,ff02::1:3,17,
1758212648.141244,00:50:56:c0:00:02,00:0c:29:c2:dc:18,fe80::cbea:9338:c8bb:5317,fe80::2cc4:e237:ed99:86bb,17,
1758212648.1417549,00:0c:29:c2:dc:18,33:33:00:01:00:03,fe80::2cc4:e237:ed99:86bb,ff02::1:3,17,
1758212648.142791,00:50:56:c0:00:02,00:0c:29:c2:dc:18,fe80::cbea:9338:c8bb:5317,fe80::2cc4:e237:ed99:86bb,17,
1758212648.144014,00:0c:29:c2:dc:18,33:33:00:01:00:03,fe80::2cc4:e237:ed99:86bb,ff02::1:3,17,
1758212648.1445055,00:50:56:c0:00:02,00:0c:29:c2:dc:18,fe80::cbea:9338:c8bb:5317,fe80::2cc4:e237:ed99:86bb,17,
1758212648.1556144,ca:01:07:3b:00:08,00:0c:29:c2:dc:18,fe80::c801:7ff:fe3b:8,fe80::2cc4:e237:ed99:86bb,58,
1758212649.8908646,ca:01:07:3b:00:08,33:33:ff:3b:00:08,fe80::c801:7ff:fe3b:8,ff02::1:ff3b:8,58,
1758212649.929403,00:0c:29:c2:dc:18,ca:01:07:3b:00:08,2001:a:b:c:2f3b:681d:45b5:b57b,2001:a:b:c:c801:7ff:fe3b:8,60,
1758212649.9415524,ca:01:07:3b:00:08,00:0c:29:c2:dc:18,fe80::c801:7ff:fe3b:8,2001:a:b:c:2f3b:681d:45b5:b57b,58,
1758212649.9645686,00:0c:29:c2:dc:18,ca:01:07:3b:00:08,2001:a:b:c:2f3b:681d:45b5:b57b,2001:a:b:c:c801:7ff:fe3b:8,60,
1758212649.9731147,ca:01:07:3b:00:08,00:0c:29:c2:dc:18,fe80::c801:7ff:fe3b:8,2001:a:b:c:2f3b:681d:45b5:b57b,58,
1758212650.0155954,00:0c:29:c2:dc:18,00:0c:29:77:3b:af,2001:a:b:c:2f3b:681d:45b5:b57b,2001:a:b:c:535:7b17:55d2:b0ca,58,
1758212650.0635903,00:0c:29:c2:dc:18,00:0c:29:77:3b:af,2001:a:b:c:2f3b:681d:45b5:b57b,2001:a:b:c:535:7b17:55d2:b0ca,60,
1758212650.1113315,00:0c:29:c2:dc:18,00:0c:29:77:3b:af,2001:a:b:c:2f3b:681d:45b5:b57b,2001:a:b:c:535:7b17:55d2:b0ca,60,
1758212650.1512325,00:0c:29:c2:dc:18,00:50:56:c0:00:02,2001:a:b:c:2f3b:681d:45b5:b57b,2001:a:b:c:cbea:9338:c8bb:5317,58,
1758212650.161391,ca:01:07:3b:00:08,33:33:ff:bb:53:17,fe80::c801:7ff:fe3b:8,ff02::1:ffbb:5317,58,
1758212650.2008052,00:0c:29:c2:dc:18,00:50:56:c0:00:02,2001:a:b:c:2f3b:681d:45b5:b57b,2001:a:b:c:cbea:9338:c8bb:5317,60,
1758212650.214265,ca:01:07:3b:00:08,00:0c:29:c2:dc:18,fe80::c801:7ff:fe3b:8,2001:a:b:c:2f3b:681d:45b5:b57b,58,
1758212650.2575257,00:0c:29:c2:dc:18,00:50:56:c0:00:02,2001:a:b:c:2f3b:681d:45b5:b57b,2001:a:b:c:cbea:9338:c8bb:5317,60,
1758212650.2691636,ca:01:07:3b:00:08,00:0c:29:c2:dc:18,fe80::c801:7ff:fe3b:8,2001:a:b:c:2f3b:681d:45b5:b57b,58,
1758212650.3148773,00:0c:29:c2:dc:18,ca:01:07:3b:00:08,fe80::2cc4:e237:ed99:86bb,2001:a:b:c:c801:7ff:fe3b:8,58,
1758212650.3202074,ca:01:07:3b:00:08,00:0c:29:c2:dc:18,fe80::c801:7ff:fe3b:8,fe80::2cc4:e237:ed99:86bb,58,
1758212650.3635004,00:0c:29:c2:dc:18,ca:01:07:3b:00:08,fe80::2cc4:e237:ed99:86bb,2001:a:b:c:c801:7ff:fe3b:8,60,
1758212650.3726313,ca:01:07:3b:00:08,00:0c:29:c2:dc:18,fe80::c801:7ff:fe3b:8,fe80::2cc4:e237:ed99:86bb,58,
1758212650.3996706,00:0c:29:c2:dc:18,ca:01:07:3b:00:08,fe80::2cc4:e237:ed99:86bb,2001:a:b:c:c801:7ff:fe3b:8,60,
1758212650.403466,ca:01:07:3b:00:08,00:0c:29:c2:dc:18,fe80::c801:7ff:fe3b:8,fe80::2cc4:e237:ed99:86bb,58,
1758212650.4220576,00:50:56:c0:00:02,ff:ff:ff:ff:ff:ff,0.0.0.0,255.255.255.255,17,
1758212650.4471624,00:0c:29:c2:dc:18,00:0c:29:77:3b:af,fe80::2cc4:e237:ed99:86bb,2001:a:b:c:535:7b17:55d2:b0ca,58,
1758212650.4954302,00:0c:29:c2:dc:18,00:0c:29:77:3b:af,fe80::2cc4:e237:ed99:86bb,2001:a:b:c:535:7b17:55d2:b0ca,60,
1758212650.5355103,00:0c:29:c2:dc:18,00:0c:29:77:3b:af,fe80::2cc4:e237:ed99:86bb,2001:a:b:c:535:7b17:55d2:b0ca,60,
1758212650.5717885,00:0c:29:c2:dc:18,00:50:56:c0:00:02,fe80::2cc4:e237:ed99:86bb,2001:a:b:c:cbea:9338:c8bb:5317,58,
1758212650.579994,ca:01:07:3b:00:08,00:0c:29:c2:dc:18,fe80::c801:7ff:fe3b:8,fe80::2cc4:e237:ed99:86bb,58,
1758212650.6322846,00:0c:29:c2:dc:18,00:50:56:c0:00:02,fe80::2cc4:e237:ed99:86bb,2001:a:b:c:cbea:9338:c8bb:5317,60,
1758212650.6429384,ca:01:07:3b:00:08,00:0c:29:c2:dc:18,fe80::c801:7ff:fe3b:8,fe80::2cc4:e237:ed99:86bb,58,
1758212650.6872294,00:0c:29:c2:dc:18,00:50:56:c0:00:02,fe80::2cc4:e237:ed99:86bb,2001:a:b:c:cbea:9338:c8bb:5317,60,
1758212650.694499,ca:01:07:3b:00:08,00:0c:29:c2:dc:18,fe80::c801:7ff:fe3b:8,fe80::2cc4:e237:ed99:86bb,58,
1758212650.8320706,00:0c:29:c2:dc:18,33:33:00:01:00:03,fe80::2cc4:e237:ed99:86bb,ff02::1:3,17,
1758212651.0180311,00:0c:29:c2:dc:18,33:33:00:00:00:fb,fe80::2cc4:e237:ed99:86bb,ff02::fb,17,
1758212651.39706,ca:01:07:3b:00:08,33:33:ff:3b:00:08,fe80::c801:7ff:fe3b:8,ff02::1:ff3b:8,58,
1758212651.4644313,00:0c:29:c2:dc:18,33:33:00:01:00:03,fe80::2cc4:e237:ed99:86bb,ff02::1:3,17,
1758212651.640062,00:0c:29:c2:dc:18,33:33:00:00:00:fb,fe80::2cc4:e237:ed99:86bb,ff02::fb,17,
1758212651.6821492,ca:01:07:3b:00:08,33:33:ff:bb:53:17,fe80::c801:7ff:fe3b:8,ff02::1:ffbb:5317,58,
1758212652.1079729,00:0c:29:c2:dc:18,33:33:00:01:00:03,fe80::2cc4:e237:ed99:86bb,ff02::1:3,17,
1758212652.2661066,00:0c:29:c2:dc:18,33:33:00:00:00:fb,fe80::2cc4:e237:ed99:86bb,ff02::fb,17,
1758212652.6246104,00:0c:29:c2:dc:18,33:33:ff:3b:00:08,3090:24ff:bdac:d2a0:3796:976b:b9b7:13aa,ff02::1:ff3b:8,58,
1758212652.66775,00:0c:29:c2:dc:18,33:33:ff:3b:00:08,3090:24ff:bdac:d2a0:3796:976b:b9b7:13aa,ff02::1:ff3b:8,60,
1758212652.7118838,00:0c:29:c2:dc:18,33:33:ff:3b:00:08,3090:24ff:bdac:d2a0:3796:976b:b9b7:13aa,ff02::1:ff3b:8,60,
1758212652.7636433,00:0c:29:c2:dc:18,33:33:ff:00:00:01,3090:24ff:bdac:d2a0:3796:976b:b9b7:13aa,ff02::1:ff00:1,58,
1758212652.8116813,00:0c:29:c2:dc:18,33:33:ff:00:00:01,3090:24ff:bdac:d2a0:3796:976b:b9b7:13aa,ff02::1:ff00:1,60,
1758212652.8472862,00:0c:29:c2:dc:18,33:33:ff:00:00:01,3090:24ff:bdac:d2a0:3796:976b:b9b7:13aa,ff02::1:ff00:1,60,
1758212652.896234,00:0c:29:c2:dc:18,33:33:ff:d2:b0:ca,3090:24ff:bdac:d2a0:3796:976b:b9b7:13aa,ff02::1:ffd2:b0ca,58,
1758212652.9443648,00:0c:29:c2:dc:18,33:33:ff:d2:b0:ca,3090:24ff:bdac:d2a0:3796:976b:b9b7:13aa,ff02::1:ffd2:b0ca,60,
1758212652.9923825,00:0c:29:c2:dc:18,33:33:ff:d2:b0:ca,3090:24ff:bdac:d2a0:3796:976b:b9b7:13aa,ff02::1:ffd2:b0ca,60,
1758212653.0361977,00:0c:29:c2:dc:18,33:33:ff:21:be:12,3090:24ff:bdac:d2a0:3796:976b:b9b7:13aa,ff02::1:ff21:be12,58,
1758212653.042883,ca:01:07:3b:00:08,33:33:ff:3b:00:08,fe80::c801:7ff:fe3b:8,ff02::1:ff3b:8,58,
1758212653.0726037,00:0c:29:c2:dc:18,33:33:ff:21:be:12,3090:24ff:bdac:d2a0:3796:976b:b9b7:13aa,ff02::1:ff21:be12,60,
1758212653.1085467,00:0c:29:c2:dc:18,33:33:ff:21:be:12,3090:24ff:bdac:d2a0:3796:976b:b9b7:13aa,ff02::1:ff21:be12,60,
1758212653.1551032,00:0c:29:c2:dc:18,33:33:ff:bb:53:17,3090:24ff:bdac:d2a0:3796:976b:b9b7:13aa,ff02::1:ffbb:5317,58,
1758212653.2044294,00:0c:29:c2:dc:18,33:33:ff:bb:53:17,3090:24ff:bdac:d2a0:3796:976b:b9b7:13aa,ff02::1:ffbb:5317,60,
1758212653.2525926,00:0c:29:c2:dc:18,33:33:ff:bb:53:17,3090:24ff:bdac:d2a0:3796:976b:b9b7:13aa,ff02::1:ffbb:5317,60,
1758212653.264591,ca:01:07:3b:00:08,33:33:ff:bb:53:17,fe80::c801:7ff:fe3b:8,ff02::1:ffbb:5317,58,
1758212655.7569633,00:50:56:c0:00:02,33:33:ff:bb:53:17,fe80::cbea:9338:c8bb:5317,ff02::1:ffbb:5317,0,
1758212655.7569635,00:50:56:c0:00:02,33:33:00:01:00:03,fe80::cbea:9338:c8bb:5317,ff02::1:3,0,
1758212655.7569635,00:50:56:c0:00:02,33:33:00:00:00:fb,fe80::cbea:9338:c8bb:5317,ff02::fb,0,
1758212655.7569635,00:50:56:c0:00:02,33:33:00:00:00:0c,fe80::cbea:9338:c8bb:5317,ff02::c,0,
1758212655.7584512,00:0c:29:77:3b:af,33:33:ff:d2:b0:ca,fe80::535:7b17:55d2:b0ca,ff02::1:ffd2:b0ca,0,
1758212655.7595928,00:0c:29:77:3b:af,33:33:00:00:00:0c,fe80::535:7b17:55d2:b0ca,ff02::c,0,
1758212655.7605555,00:0c:29:77:3b:af,33:33:ff:21:be:12,fe80::535:7b17:55d2:b0ca,ff02::1:ff21:be12,0,
1758212655.7613993,00:0c:29:77:3b:af,33:33:00:01:00:03,fe80::535:7b17:55d2:b0ca,ff02::1:3,0,
1758212655.761848,00:0c:29:c2:dc:18,33:33:00:00:00:01,fe80::2cc4:e237:ed99:86bb,ff02::1,0,
1758212655.7622051,ca:01:07:3b:00:08,33:33:00:00:00:02,fe80::c801:7ff:fe3b:8,ff02::2,0,
1758212655.7622054,00:50:56:c0:00:02,33:33:ff:bb:53:17,fe80::cbea:9338:c8bb:5317,ff02::1:ffbb:5317,0,
1758212655.7622054,00:50:56:c0:00:02,33:33:00:01:00:03,fe80::cbea:9338:c8bb:5317,ff02::1:3,0,
1758212655.76228,00:50:56:c0:00:02,33:33:00:00:00:fb,fe80::cbea:9338:c8bb:5317,ff02::fb,0,
1758212655.7623472,00:50:56:c0:00:02,33:33:00:00:00:0c,fe80::cbea:9338:c8bb:5317,ff02::c,0,
1758212655.7639742,00:0c:29:77:3b:af,33:33:00:00:00:fb,fe80::535:7b17:55d2:b0ca,ff02::fb,0,
1758212655.7647545,ca:01:07:3b:00:08,33:33:ff:00:00:01,fe80::c801:7ff:fe3b:8,ff02::1:ff00:1,0,
1758212655.7655847,00:0c:29:77:3b:af,33:33:ff:d2:b0:ca,fe80::535:7b17:55d2:b0ca,ff02::1:ffd2:b0ca,0,
1758212655.7665725,ca:01:07:3b:00:08,33:33:ff:3b:00:08,fe80::c801:7ff:fe3b:8,ff02::1:ff3b:8,0,
1758212655.7674053,00:0c:29:77:3b:af,33:33:00:00:00:0c,fe80::535:7b17:55d2:b0ca,ff02::c,0,
1758212655.7683828,00:0c:29:77:3b:af,33:33:ff:21:be:12,fe80::535:7b17:55d2:b0ca,ff02::1:ff21:be12,0,
1758212655.769203,00:0c:29:77:3b:af,33:33:00:01:00:03,fe80::535:7b17:55d2:b0ca,ff02::1:3,0,
1758212655.770008,00:0c:29:77:3b:af,33:33:00:00:00:fb,fe80::535:7b17:55d2:b0ca,ff02::fb,0,
1758212655.7711353,ca:01:07:3b:00:08,33:33:ff:bb:53:17,fe80::c801:7ff:fe3b:8,ff02::1:ffbb:5317,58,
1758212655.7719293,ca:01:07:3b:00:08,33:33:00:00:00:02,fe80::c801:7ff:fe3b:8,ff02::2,0,
1758212655.7728083,ca:01:07:3b:00:08,33:33:ff:00:00:01,fe80::c801:7ff:fe3b:8,ff02::1:ff00:1,0,
1758212655.7736263,ca:01:07:3b:00:08,33:33:ff:3b:00:08,fe80::c801:7ff:fe3b:8,ff02::1:ff3b:8,0,
1758212655.7758281,00:50:56:c0:00:02,33:33:ff:99:86:bb,fe80::cbea:9338:c8bb:5317,ff02::1:ff99:86bb,58,
1758212655.7758725,00:0c:29:c2:dc:18,00:50:56:c0:00:02,fe80::2cc4:e237:ed99:86bb,fe80::cbea:9338:c8bb:5317,58,
1758212655.7805493,ca:01:07:3b:00:08,00:0c:29:c2:dc:18,fe80::c801:7ff:fe3b:8,fe80::2cc4:e237:ed99:86bb,58,
1758212655.8034244,00:0c:29:c2:dc:18,ca:01:07:3b:00:08,fe80::2cc4:e237:ed99:86bb,fe80::c801:7ff:fe3b:8,58,
1758212655.8472776,00:0c:29:c2:dc:18,00:50:56:c0:00:02,fe80::2cc4:e237:ed99:86bb,fe80::cbea:9338:c8bb:5317,58,
1758212655.8534904,ca:01:07:3b:00:08,00:0c:29:c2:dc:18,fe80::c801:7ff:fe3b:8,fe80::2cc4:e237:ed99:86bb,58,
1758212655.9122581,00:0c:29:c2:dc:18,33:33:00:00:00:01,fe80::2cc4:e237:ed99:86bb,ff02::1,0,
1758212655.9134254,00:50:56:c0:00:02,33:33:ff:bb:53:17,fe80::cbea:9338:c8bb:5317,ff02::1:ffbb:5317,0,
1758212655.91355,00:50:56:c0:00:02,33:33:00:01:00:03,fe80::cbea:9338:c8bb:5317,ff02::1:3,0,
1758212655.9138358,00:50:56:c0:00:02,33:33:00:00:00:fb,fe80::cbea:9338:c8bb:5317,ff02::fb,0,
1758212655.9147604,00:50:56:c0:00:02,33:33:00:00:00:0c,fe80::cbea:9338:c8bb:5317,ff02::c,0,
1758212655.9202778,00:0c:29:77:3b:af,33:33:ff:d2:b0:ca,fe80::535:7b17:55d2:b0ca,ff02::1:ffd2:b0ca,0,
1758212655.921779,ca:01:07:3b:00:08,33:33:00:00:00:02,fe80::c801:7ff:fe3b:8,ff02::2,0,
1758212655.9233522,00:0c:29:77:3b:af,33:33:00:00:00:0c,fe80::535:7b17:55d2:b0ca,ff02::c,0,
1758212655.9245129,00:0c:29:c2:dc:18,33:33:00:00:00:01,fe80::2cc4:e237:ed99:86bb,ff02::1,0,
1758212655.9248667,00:0c:29:77:3b:af,33:33:ff:21:be:12,fe80::535:7b17:55d2:b0ca,ff02::1:ff21:be12,0,
1758212655.9253652,00:50:56:c0:00:02,33:33:ff:bb:53:17,fe80::cbea:9338:c8bb:5317,ff02::1:ffbb:5317,0,
1758212655.9255,00:50:56:c0:00:02,33:33:00:01:00:03,fe80::cbea:9338:c8bb:5317,ff02::1:3,0,
1758212655.9255,00:50:56:c0:00:02,33:33:00:00:00:fb,fe80::cbea:9338:c8bb:5317,ff02::fb,0,
1758212655.9255133,00:50:56:c0:00:02,33:33:00:00:00:0c,fe80::cbea:9338:c8bb:5317,ff02::c,0,
1758212655.9265354,00:0c:29:77:3b:af,33:33:00:01:00:03,fe80::535:7b17:55d2:b0ca,ff02::1:3,0,
1758212655.9276469,00:0c:29:77:3b:af,33:33:00:00:00:fb,fe80::535:7b17:55d2:b0ca,ff02::fb,0,
1758212655.9286277,ca:01:07:3b:00:08,33:33:ff:00:00:01,fe80::c801:7ff:fe3b:8,ff02::1:ff00:1,0,
1758212655.929727,00:0c:29:77:3b:af,33:33:ff:d2:b0:ca,fe80::535:7b17:55d2:b0ca,ff02::1:ffd2:b0ca,0,
1758212655.9307094,ca:01:07:3b:00:08,33:33:ff:3b:00:08,fe80::c801:7ff:fe3b:8,ff02::1:ff3b:8,0,
1758212655.9315495,00:0c:29:77:3b:af,33:33:00:00:00:0c,fe80::535:7b17:55d2:b0ca,ff02::c,0,
1758212655.932303,ca:01:07:3b:00:08,33:33:00:00:00:02,fe80::c801:7ff:fe3b:8,ff02::2,0,
1758212655.933156,00:0c:29:77:3b:af,33:33:ff:21:be:12,fe80::535:7b17:55d2:b0ca,ff02::1:ff21:be12,0,
1758212655.9338975,ca:01:07:3b:00:08,33:33:ff:00:00:01,fe80::c801:7ff:fe3b:8,ff02::1:ff00:1,0,
1758212655.9347115,00:0c:29:77:3b:af,33:33:00:01:00:03,fe80::535:7b17:55d2:b0ca,ff02::1:3,0,
1758212655.9354298,ca:01:07:3b:00:08,33:33:ff:3b:00:08,fe80::c801:7ff:fe3b:8,ff02::1:ff3b:8,0,
1758212655.9362888,00:0c:29:77:3b:af,33:33:00:00:00:fb,fe80::535:7b17:55d2:b0ca,ff02::fb,0,
1758212655.9634104,00:0c:29:c2:dc:18,33:33:00:00:00:01,2001:a:b:c:2f3b:681d:45b5:b57b,ff02::1,58,
1758212655.9680393,ca:01:07:3b:00:08,00:0c:29:c2:dc:18,2001:a:b:c::1,2001:a:b:c:2f3b:681d:45b5:b57b,58,
1758212655.9867976,00:0c:29:c2:dc:18,33:33:00:00:00:16,fe80::2cc4:e237:ed99:86bb,ff02::16,0,
1758212656.0162065,00:0c:29:c2:dc:18,33:33:00:00:00:01,fe80::2cc4:e237:ed99:86bb,ff02::1,58,
1758212656.0207744,ca:01:07:3b:00:08,00:0c:29:c2:dc:18,fe80::c801:7ff:fe3b:8,fe80::2cc4:e237:ed99:86bb,58,
1758212656.0486581,00:0c:29:c2:dc:18,33:33:00:00:00:01,2001:a:b:c:2f3b:681d:45b5:b57b,ff02::1,60,
1758212656.0519412,ca:01:07:3b:00:08,00:0c:29:c2:dc:18,2001:a:b:c::1,2001:a:b:c:2f3b:681d:45b5:b57b,58,
1758212656.097288,00:0c:29:c2:dc:18,33:33:00:00:00:01,fe80::2cc4:e237:ed99:86bb,ff02::1,60,
1758212656.103527,ca:01:07:3b:00:08,00:0c:29:c2:dc:18,fe80::c801:7ff:fe3b:8,fe80::2cc4:e237:ed99:86bb,58,
1758212656.1337774,00:0c:29:c2:dc:18,33:33:00:00:00:01,2001:a:b:c:2f3b:681d:45b5:b57b,ff02::1,60,
1758212656.1459894,ca:01:07:3b:00:08,00:0c:29:c2:dc:18,2001:a:b:c::1,2001:a:b:c:2f3b:681d:45b5:b57b,58,
1758212656.179765,00:0c:29:c2:dc:18,33:33:00:00:00:01,fe80::2cc4:e237:ed99:86bb,ff02::1,60,
1758212656.1864111,ca:01:07:3b:00:08,00:0c:29:c2:dc:18,fe80::c801:7ff:fe3b:8,fe80::2cc4:e237:ed99:86bb,58,
1758212656.2117324,00:0c:29:c2:dc:18,33:33:00:00:00:01,2001:a:b:c:2f3b:681d:45b5:b57b,ff02::1,0,
1758212656.2517166,00:0c:29:c2:dc:18,33:33:00:00:00:01,fe80::2cc4:e237:ed99:86bb,ff02::1,0,
1758212656.2955823,00:0c:29:c2:dc:18,33:33:00:00:00:02,fe80::2cc4:e237:ed99:86bb,ff02::2,58,
1758212656.3026853,ca:01:07:3b:00:08,33:33:00:00:00:01,fe80::c801:7ff:fe3b:8,ff02::1,58,
1758212656.3156502,00:0c:29:c2:dc:18,33:33:00:00:00:01,fe80::2cc4:e237:ed99:86bb,ff02::1,58,
1758212656.3190072,00:0c:29:c2:dc:18,33:33:00:00:00:16,fe80::2cc4:e237:ed99:86bb,ff02::16,0,
1758212656.3228736,ca:01:07:3b:00:08,33:33:ff:bb:53:17,fe80::c801:7ff:fe3b:8,ff02::1:ffbb:5317,58,
1758212656.3394005,00:0c:29:c2:dc:18,01:00:5e:00:00:01,192.168.0.3,224.0.0.1,2,
1758212656.3403668,00:0c:29:c2:dc:18,01:00:5e:00:00:01,192.168.0.3,224.0.0.1,2,
1758212656.347265,00:0c:29:c2:dc:18,ca:01:07:3b:00:08,fe80::2cc4:e237:ed99:86bb,fe80::c801:7ff:fe3b:8,58,
1758212656.379741,00:0c:29:c2:dc:18,01:00:5e:00:00:01,192.168.0.3,224.0.0.1,2,
1758212656.380816,00:0c:29:c2:dc:18,01:00:5e:00:00:01,192.168.0.3,224.0.0.1,2,
1758212657.1711469,00:0c:29:c2:dc:18,33:33:00:00:00:16,fe80::2cc4:e237:ed99:86bb,ff02::16,0,
1758212657.4353511,00:0c:29:c2:dc:18,01:00:5e:00:00:01,192.168.0.3,224.0.0.1,2,
1758212657.436414,00:0c:29:c2:dc:18,01:00:5e:00:00:01,192.168.0.3,224.0.0.1,2,
1758212657.4794466,00:0c:29:c2:dc:18,01:00:5e:00:00:01,192.168.0.3,224.0.0.1,2,
1758212657.4804552,00:0c:29:c2:dc:18,01:00:5e:00:00:01,192.168.0.3,224.0.0.1,2,
1758212657.8007016,00:0c:29:77:3b:af,01:00:5e:00:00:fc,192.168.0.4,224.0.0.252,2,
1758212657.8015625,00:0c:29:77:3b:af,01:00:5e:00:00:fb,192.168.0.4,224.0.0.251,2,
1758212657.802529,00:0c:29:77:3b:af,01:00:5e:7f:ff:fa,192.168.0.4,239.255.255.250,2,
1758212657.8118348,ca:01:07:3b:00:08,00:0c:29:c2:dc:18,fe80::c801:7ff:fe3b:8,fe80::2cc4:e237:ed99:86bb,58,
1758212657.830229,00:50:56:c0:00:02,01:00:5e:00:00:fc,169.254.92.128,224.0.0.252,2,
1758212657.8302293,00:50:56:c0:00:02,01:00:5e:00:00:fb,169.254.92.128,224.0.0.251,2,
1758212657.8302293,00:50:56:c0:00:02,01:00:5e:7f:ff:fa,169.254.92.128,239.255.255.250,2,
1758212658.2632062,00:50:56:c0:00:02,01:00:5e:7f:ff:fa,169.254.92.128,239.255.255.250,17,
1758212658.2920313,00:0c:29:c2:dc:18,33:33:00:00:00:01,fe80::2cc4:e237:ed99:86bb,ff02::1,58,
1758212658.5276453,00:0c:29:c2:dc:18,01:00:5e:00:00:01,192.168.0.3,224.0.0.1,2,
1758212658.5294292,00:0c:29:c2:dc:18,01:00:5e:00:00:01,192.168.0.3,224.0.0.1,2,
1758212658.5759242,00:0c:29:c2:dc:18,01:00:5e:00:00:01,192.168.0.3,224.0.0.1,2,
1758212658.5775318,00:0c:29:c2:dc:18,01:00:5e:00:00:01,192.168.0.3,224.0.0.1,2,
1758212658.632312,00:0c:29:c2:dc:18,01:00:5e:00:00:01,192.168.0.3,224.0.0.1,1,
1758212658.6916883,00:0c:29:c2:dc:18,ff:ff:ff:ff:ff:ff,192.168.0.3,255.255.255.255,1,
1758212658.6992183,ca:01:07:3b:00:08,00:0c:29:c2:dc:18,192.168.0.1,192.168.0.3,1,
1758212658.7393372,00:0c:29:c2:dc:18,ff:ff:ff:ff:ff:ff,192.168.0.3,192.168.0.255,1,
1758212658.751048,ca:01:07:3b:00:08,00:0c:29:c2:dc:18,192.168.0.1,192.168.0.3,1,
1758212658.7834628,00:0c:29:c2:dc:18,33:33:00:00:00:02,192.168.0.3,224.0.0.2,1,
