time,src MAC,des MAC,source IP,destination IP,protocol,length
1758212629.6043496,ca:01:07:3b:00:08,00:0c:29:c2:dc:18,192.168.0.1,192.168.0.3,1,
1758212629.6047163,00:0c:29:c2:dc:18,ca:01:07:3b:00:08,192.168.0.3,192.168.0.1,17,
1758212629.604833,00:0c:29:c2:dc:18,ca:01:07:3b:00:08,192.168.0.3,192.168.0.1,17,
1758212629.604905,00:0c:29:c2:dc:18,ca:01:07:3b:00:08,192.168.0.3,192.168.0.1,17,
1758212629.6148214,ca:01:07:3b:00:08,00:0c:29:c2:dc:18,192.168.0.1,192.168.0.3,1,
1758212629.6148217,ca:01:07:3b:00:08,00:0c:29:c2:dc:18,192.168.0.1,192.168.0.3,1,
1758212629.6148787,ca:01:07:3b:00:08,00:0c:29:c2:dc:18,192.168.0.1,192.168.0.3,1,
1758212629.6149986,00:0c:29:c2:dc:18,ca:01:07:3b:00:08,192.168.0.3,192.168.0.1,17,
1758212629.6151433,00:0c:29:c2:dc:18,ca:01:07:3b:00:08,192.168.0.3,192.168.0.1,17,
1758212629.6153238,00:0c:29:c2:dc:18,ca:01:07:3b:00:08,192.168.0.3,192.168.0.1,17,
1758212629.6252646,ca:01:07:3b:00:08,00:0c:29:c2:dc:18,192.168.0.1,192.168.0.3,1,
1758212629.6255922,ca:01:07:3b:00:08,00:0c:29:c2:dc:18,192.168.0.1,192.168.0.3,1,
1758212629.6256661,ca:01:07:3b:00:08,00:0c:29:c2:dc:18,192.168.0.1,192.168.0.3,1,
1758212629.6259034,00:0c:29:c2:dc:18,ca:01:07:3b:00:08,192.168.0.3,192.168.0.1,17,
1758212629.6259825,00:0c:29:c2:dc:18,ca:01:07:3b:00:08,192.168.0.3,192.168.0.1,17,
1758212629.6358724,ca:01:07:3b:00:08,00:0c:29:c2:dc:18,192.168.0.1,192.168.0.3,1,
1758212629.6358724,ca:01:07:3b:00:08,00:0c:29:c2:dc:18,192.168.0.1,192.168.0.3,1,
1758212629.635996,00:0c:29:c2:dc:18,ca:01:07:3b:00:08,192.168.0.3,192.168.0.1,17,
1758212629.636049,00:0c:29:c2:dc:18,ca:01:07:3b:00:08,192.168.0.3,192.168.0.1,17,
1758212629.6477418,ca:01:07:3b:00:08,00:0c:29:c2:dc:18,192.168.0.1,192.168.0.3,1,
1758212629.6478128,ca:01:07:3b:00:08,00:0c:29:c2:dc:18,192.168.0.1,192.168.0.3,1,
1758212632.207905,00:0c:29:77:3b:af,33:33:00:00:00:16,fe80::535:7b17:55d2:b0ca,ff02::16,0,
1758212632.209141,00:0c:29:77:3b:af,33:33:00:00:00:16,fe80::535:7b17:55d2:b0ca,ff02::16,0,
1758212632.2116144,ca:01:07:3b:00:08,33:33:00:00:00:16,fe80::c801:7ff:fe3b:8,ff02::16,0,
1758212632.2126963,ca:01:07:3b:00:08,33:33:00:00:00:16,fe80::c801:7ff:fe3b:8,ff02::16,0,
1758212632.3515596,00:0c:29:c2:dc:18,33:33:00:00:00:01,fe80::2cc4:e237:ed99:86bb,ff02::1,0,
1758212632.3521605,00:50:56:c0:00:02,33:33:ff:bb:53:17,fe80::cbea:9338:c8bb:5317,ff02::1:ffbb:5317,0,
1758212632.3521607,00:50:56:c0:00:02,33:33:00:01:00:03,fe80::cbea:9338:c8bb:5317,ff02::1:3,0,
1758212632.3522913,00:50:56:c0:00:02,33:33:00:00:00:fb,fe80::cbea:9338:c8bb:5317,ff02::fb,0,
1758212632.352377,00:50:56:c0:00:02,33:33:00:00:00:0c,fe80::cbea:9338:c8bb:5317,ff02::c,0,
1758212632.3549745,00:0c:29:77:3b:af,33:33:ff:d2:b0:ca,fe80::535:7b17:55d2:b0ca,ff02::1:ffd2:b0ca,0,
1758212632.3550098,00:0c:29:c2:dc:18,33:33:00:00:00:01,fe80::2cc4:e237:ed99:86bb,ff02::1,0,
1758212632.3555841,00:50:56:c0:00:02,33:33:ff:bb:53:17,fe80::cbea:9338:c8bb:5317,ff02::1:ffbb:5317,0,
1758212632.3555844,00:50:56:c0:00:02,33:33:00:01:00:03,fe80::cbea:9338:c8bb:5317,ff02::1:3,0,
1758212632.3555844,00:50:56:c0:00:02,33:33:00:00:00:fb,fe80::cbea:9338:c8bb:5317,ff02::fb,0,
1758212632.3555844,00:50:56:c0:00:02,33:33:00:00:00:0c,fe80::cbea:9338:c8bb:5317,ff02::c,0,
1758212632.3561676,00:0c:29:77:3b:af,33:33:00:00:00:0c,fe80::535:7b17:55d2:b0ca,ff02::c,0,
1758212632.3582375,00:0c:29:77:3b:af,33:33:ff:21:be:12,fe80::535:7b17:55d2:b0ca,ff02::1:ff21:be12,0,
1758212632.3592896,00:0c:29:77:3b:af,33:33:00:01:00:03,fe80::535:7b17:55d2:b0ca,ff02::1:3,0,
1758212632.3602486,00:0c:29:77:3b:af,33:33:00:00:00:fb,fe80::535:7b17:55d2:b0ca,ff02::fb,0,
1758212632.3612893,00:0c:29:77:3b:af,33:33:ff:d2:b0:ca,fe80::535:7b17:55d2:b0ca,ff02::1:ffd2:b0ca,0,
1758212632.362311,00:0c:29:77:3b:af,33:33:00:00:00:0c,fe80::535:7b17:55d2:b0ca,ff02::c,0,
1758212632.363274,00:0c:29:77:3b:af,33:33:ff:21:be:12,fe80::535:7b17:55d2:b0ca,ff02::1:ff21:be12,0,
1758212632.3642726,00:0c:29:77:3b:af,33:33:00:01:00:03,fe80::535:7b17:55d2:b0ca,ff02::1:3,0,
1758212632.365278,00:0c:29:77:3b:af,33:33:00:00:00:fb,fe80::535:7b17:55d2:b0ca,ff02::fb,0,
1758212632.4080815,00:0c:29:c2:dc:18,33:33:00:00:00:01,2001:a:b:c:2f3b:681d:45b5:b57b,ff02::1,58,
1758212632.4190087,ca:01:07:3b:00:08,00:0c:29:c2:dc:18,2001:a:b:c::1,2001:a:b:c:2f3b:681d:45b5:b57b,58,
1758212632.4600863,00:0c:29:c2:dc:18,33:33:00:00:00:01,fe80::2cc4:e237:ed99:86bb,ff02::1,58,
1758212632.4727576,ca:01:07:3b:00:08,00:0c:29:c2:dc:18,fe80::c801:7ff:fe3b:8,fe80::2cc4:e237:ed99:86bb,58,
1758212632.4954727,00:0c:29:c2:dc:18,33:33:00:00:00:01,2001:a:b:c:2f3b:681d:45b5:b57b,ff02::1,60,
1758212632.5036862,ca:01:07:3b:00:08,00:0c:29:c2:dc:18,2001:a:b:c::1,2001:a:b:c:2f3b:681d:45b5:b57b,58,
1758212632.539812,00:0c:29:c2:dc:18,33:33:00:00:00:01,fe80::2cc4:e237:ed99:86bb,ff02::1,60,
1758212632.5462108,ca:01:07:3b:00:08,00:0c:29:c2:dc:18,fe80::c801:7ff:fe3b:8,fe80::2cc4:e237:ed99:86bb,58,
1758212632.5473998,ca:01:07:3b:00:08,33:33:00:00:00:02,fe80::c801:7ff:fe3b:8,ff02::2,0,
1758212632.5483863,ca:01:07:3b:00:08,33:33:ff:00:00:01,fe80::c801:7ff:fe3b:8,ff02::1:ff00:1,0,
1758212632.5495417,ca:01:07:3b:00:08,33:33:ff:3b:00:08,fe80::c801:7ff:fe3b:8,ff02::1:ff3b:8,0,
1758212632.5804546,00:0c:29:c2:dc:18,33:33:00:00:00:01,2001:a:b:c:2f3b:681d:45b5:b57b,ff02::1,60,
1758212632.588544,ca:01:07:3b:00:08,00:0c:29:c2:dc:18,2001:a:b:c::1,2001:a:b:c:2f3b:681d:45b5:b57b,58,
1758212632.6372774,00:0c:29:c2:dc:18,33:33:00:00:00:01,fe80::2cc4:e237:ed99:86bb,ff02::1,60,
1758212632.6426477,ca:01:07:3b:00:08,00:0c:29:c2:dc:18,fe80::c801:7ff:fe3b:8,fe80::2cc4:e237:ed99:86bb,58,
1758212632.684375,00:0c:29:c2:dc:18,33:33:00:00:00:01,2001:a:b:c:2f3b:681d:45b5:b57b,ff02::1,0,
1758212632.7273884,00:0c:29:c2:dc:18,33:33:00:00:00:01,fe80::2cc4:e237:ed99:86bb,ff02::1,0,
1758212632.767573,00:0c:29:c2:dc:18,33:33:00:00:00:02,fe80::2cc4:e237:ed99:86bb,ff02::2,58,
1758212632.77685,ca:01:07:3b:00:08,33:33:00:00:00:01,fe80::c801:7ff:fe3b:8,ff02::1,58,
1758212632.7869594,00:0c:29:c2:dc:18,33:33:00:00:00:16,fe80::2cc4:e237:ed99:86bb,ff02::16,0,
1758212632.8118107,00:0c:29:c2:dc:18,01:00:5e:00:00:01,192.168.0.3,224.0.0.1,2,
1758212632.814097,00:0c:29:c2:dc:18,01:00:5e:00:00:01,192.168.0.3,224.0.0.1,2,
1758212632.8514907,00:0c:29:c2:dc:18,01:00:5e:00:00:01,192.168.0.3,224.0.0.1,2,
1758212632.8525212,00:0c:29:c2:dc:18,01:00:5e:00:00:01,192.168.0.3,224.0.0.1,2,
1758212633.138922,00:0c:29:c2:dc:18,33:33:00:00:00:16,fe80::2cc4:e237:ed99:86bb,ff02::16,0,
1758212633.476815,00:50:56:c0:00:02,ff:ff:ff:ff:ff:ff,0.0.0.0,255.255.255.255,17,
1758212633.8919485,00:0c:29:c2:dc:18,01:00:5e:00:00:01,192.168.0.3,224.0.0.1,2,
1758212633.897751,00:0c:29:c2:dc:18,01:00:5e:00:00:01,192.168.0.3,224.0.0.1,2,
1758212633.9476657,00:0c:29:c2:dc:18,01:00:5e:00:00:01,192.168.0.3,224.0.0.1,2,
1758212633.9517088,00:0c:29:c2:dc:18,01:00:5e:00:00:01,192.168.0.3,224.0.0.1,2,
1758212634.2920063,00:0c:29:77:3b:af,01:00:5e:00:00:fc,192.168.0.4,224.0.0.252,2,
1758212634.2948205,00:0c:29:77:3b:af,01:00:5e:00:00:fb,192.168.0.4,224.0.0.251,2,
1758212634.2957466,00:0c:29:77:3b:af,01:00:5e:7f:ff:fa,192.168.0.4,239.255.255.250,2,
1758212634.3254004,00:50:56:c0:00:02,01:00:5e:00:00:fc,169.254.92.128,224.0.0.252,2,
1758212634.3255951,00:50:56:c0:00:02,01:00:5e:00:00:fb,169.254.92.128,224.0.0.251,2,
1758212634.3257656,00:50:56:c0:00:02,01:00:5e:7f:ff:fa,169.254.92.128,239.255.255.250,2,
1758212634.9923162,00:0c:29:c2:dc:18,01:00:5e:00:00:01,192.168.0.3,224.0.0.1,2,
1758212634.994679,00:0c:29:c2:dc:18,01:00:5e:00:00:01,192.168.0.3,224.0.0.1,2,
1758212635.0437846,00:0c:29:c2:dc:18,01:00:5e:00:00:01,192.168.0.3,224.0.0.1,2,
1758212635.046339,00:0c:29:c2:dc:18,01:00:5e:00:00:01,192.168.0.3,224.0.0.1,2,
1758212635.0960863,00:0c:29:c2:dc:18,01:00:5e:00:00:01,192.168.0.3,224.0.0.1,1,
1758212635.1361468,00:0c:29:c2:dc:18,ff:ff:ff:ff:ff:ff,192.168.0.3,255.255.255.255,1,
1758212635.1415038,ca:01:07:3b:00:08,00:0c:29:c2:dc:18,192.168.0.1,192.168.0.3,1,
1758212635.1921794,00:0c:29:c2:dc:18,ff:ff:ff:ff:ff:ff,192.168.0.3,192.168.0.255,1,
1758212635.2030485,ca:01:07:3b:00:08,00:0c:29:c2:dc:18,192.168.0.1,192.168.0.3,1,
1758212635.2402475,00:0c:29:c2:dc:18,33:33:00:00:00:02,192.168.0.3,224.0.0.2,1,
1758212635.289037,00:0c:29:c2:dc:18,ff:ff:ff:ff:ff:ff,192.168.0.3,255.255.255.255,1,
1758212635.3321097,00:0c:29:c2:dc:18,ff:ff:ff:ff:ff:ff,192.168.0.3,192.168.0.255,1,
1758212635.3802269,00:0c:29:c2:dc:18,01:00:5e:00:00:01,192.168.0.3,224.0.0.1,1,
1758212635.4199862,00:0c:29:c2:dc:18,ff:ff:ff:ff:ff:ff,192.168.0.3,255.255.255.255,1,
1758212635.4755812,00:0c:29:c2:dc:18,ff:ff:ff:ff:ff:ff,192.168.0.3,192.168.0.255,1,
1758212635.5197148,00:0c:29:c2:dc:18,ff:ff:ff:ff:ff:ff,,,,
1758212635.5296159,ca:01:07:3b:00:08,00:0c:29:c2:dc:18,,,,
1758212635.599815,00:0c:29:c2:dc:18,33:33:ff:3b:00:08,fe80::2cc4:e237:ed99:86bb,ff02::1:ff3b:8,58,
1758212635.601285,ca:01:07:3b:00:08,00:0c:29:c2:dc:18,fe80::c801:7ff:fe3b:8,fe80::2cc4:e237:ed99:86bb,58,
1758212635.6639647,00:0c:29:c2:dc:18,ff:ff:ff:ff:ff:ff,,,,
1758212635.6754313,ca:01:07:3b:00:08,00:0c:29:c2:dc:18,,,,
1758212635.7079291,00:0c:29:c2:dc:18,ff:ff:ff:ff:ff:ff,,,,
1758212635.7611568,00:0c:29:c2:dc:18,33:33:ff:00:00:00,fe80::2cc4:e237:ed99:86bb,ff02::1:ff00:0,58,
1758212635.812307,00:0c:29:c2:dc:18,33:33:ff:00:00:01,fe80::2cc4:e237:ed99:86bb,ff02::1:ff00:1,58,
1758212635.8518662,00:0c:29:c2:dc:18,33:33:ff:00:00:00,fe80::2cc4:e237:ed99:86bb,ff02::1:ff00:0,58,
1758212635.9003139,00:0c:29:c2:dc:18,33:33:ff:00:00:01,fe80::2cc4:e237:ed99:86bb,ff02::1:ff00:1,58,
1758212635.9054065,ca:01:07:3b:00:08,00:0c:29:c2:dc:18,2001:a:b:c::1,fe80::2cc4:e237:ed99:86bb,58,
1758212635.9485211,00:0c:29:c2:dc:18,ff:ff:ff:ff:ff:ff,0.0.0.0,255.255.255.255,17,
1758212635.9615884,ca:01:07:3b:00:08,ff:ff:ff:ff:ff:ff,192.168.0.1,255.255.255.255,17,
1758212636.0140932,00:0c:29:c2:dc:18,33:33:00:01:00:02,fe80::2cc4:e237:ed99:86bb,ff02::1:2,17,
1758212636.0560637,00:0c:29:c2:dc:18,01:00:5e:7f:ff:fa,192.168.0.3,239.255.255.250,17,
1758212636.1040971,00:0c:29:c2:dc:18,33:33:00:00:00:0c,2001:a:b:c:2f3b:681d:45b5:b57b,ff02::c,17,
1758212636.1528902,00:0c:29:c2:dc:18,33:33:00:00:00:0c,fe80::2cc4:e237:ed99:86bb,ff02::c,17,
1758212636.2003608,00:0c:29:c2:dc:18,01:00:5e:00:00:fb,192.168.0.3,224.0.0.251,17,
1758212636.2481859,00:0c:29:c2:dc:18,33:33:00:00:00:fb,2001:a:b:c:2f3b:681d:45b5:b57b,ff02::fb,17,
1758212636.288476,00:0c:29:c2:dc:18,33:33:00:00:00:fb,fe80::2cc4:e237:ed99:86bb,ff02::fb,17,
1758212636.2905295,00:0c:29:77:3b:af,01:00:5e:7f:ff:fa,192.168.0.4,239.255.255.250,2,
1758212638.2152874,00:50:56:c0:00:02,00:0c:29:c2:dc:18,fe80::cbea:9338:c8bb:5317,fe80::2cc4:e237:ed99:86bb,17,
1758212638.2943788,00:0c:29:77:3b:af,01:00:5e:00:00:fb,192.168.0.4,224.0.0.251,2,
1758212638.3078356,00:50:56:c0:00:02,00:0c:29:c2:dc:18,fe80::cbea:9338:c8bb:5317,fe80::2cc4:e237:ed99:86bb,17,
1758212638.4942698,00:50:56:c0:00:02,00:0c:29:c2:dc:18,fe80::cbea:9338:c8bb:5317,fe80::2cc4:e237:ed99:86bb,17,
,00:0c:29:77:3b:af,,ff02::1:ffd2:b0ca,,,
,00:0c:29:77:3b:af,,ff02::1:ff21:be12,,,
,ca:01:07:3b:00:08,,ff02::1:ff00:1,,,
,ca:01:07:3b:00:08,,ff02::1:ff3b:8,,,
,00:50:56:c0:00:02,,ff02::1:ffbb:5317,,,
,00:0c:29:c2:dc:18,,ff02::1:ffb5:b57b,,,
,00:0c:29:c2:dc:18,,ff02::1:ff99:86bb,,,
1758212639.0923917,00:0c:29:c2:dc:18,33:33:00:01:00:03,fe80::2cc4:e237:ed99:86bb,ff02::1:3,17,
1758212639.2545373,00:0c:29:c2:dc:18,33:33:00:00:00:fb,fe80::2cc4:e237:ed99:86bb,ff02::fb,17,
1758212639.6952434,00:0c:29:c2:dc:18,33:33:00:01:00:03,fe80::2cc4:e237:ed99:86bb,ff02::1:3,17,
1758212639.7818487,00:0c:29:c2:dc:18,ca:01:07:3b:00:08,192.168.0.3,192.168.0.1,17,
1758212639.7819293,00:0c:29:c2:dc:18,ca:01:07:3b:00:08,192.168.0.3,192.168.0.1,17,
1758212639.7837977,ca:01:07:3b:00:08,00:0c:29:c2:dc:18,192.168.0.1,192.168.0.3,1,
1758212639.7839084,00:0c:29:c2:dc:18,ca:01:07:3b:00:08,192.168.0.3,192.168.0.1,17,
1758212639.7839508,00:0c:29:c2:dc:18,ca:01:07:3b:00:08,192.168.0.3,192.168.0.1,17,
1758212639.7949324,ca:01:07:3b:00:08,00:0c:29:c2:dc:18,192.168.0.1,192.168.0.3,1,
1758212639.7949328,ca:01:07:3b:00:08,00:0c:29:c2:dc:18,192.168.0.1,192.168.0.3,1,
1758212639.7949328,ca:01:07:3b:00:08,00:0c:29:c2:dc:18,192.168.0.1,192.168.0.3,1,
1758212639.7963617,00:0c:29:c2:dc:18,ca:01:07:3b:00:08,192.168.0.3,192.168.0.1,17,
1758212639.7964199,00:0c:29:c2:dc:18,ca:01:07:3b:00:08,192.168.0.3,192.168.0.1,17,
1758212639.8052597,ca:01:07:3b:00:08,00:0c:29:c2:dc:18,192.168.0.1,192.168.0.3,1,
1758212639.8052602,ca:01:07:3b:00:08,00:0c:29:c2:dc:18,192.168.0.1,192.168.0.3,1,
1758212639.805765,00:0c:29:c2:dc:18,ca:01:07:3b:00:08,192.168.0.3,192.168.0.1,17,
1758212639.8058114,00:0c:29:c2:dc:18,ca:01:07:3b:00:08,192.168.0.3,192.168.0.1,17,
1758212639.8156226,ca:01:07:3b:00:08,00:0c:29:c2:dc:18,192.168.0.1,192.168.0.3,1,
1758212639.8156788,ca:01:07:3b:00:08,00:0c:29:c2:dc:18,192.168.0.1,192.168.0.3,1,
1758212639.816019,00:0c:29:c2:dc:18,ca:01:07:3b:00:08,192.168.0.3,192.168.0.1,17,
1758212639.8161395,00:0c:29:c2:dc:18,ca:01:07:3b:00:08,192.168.0.3,192.168.0.1,17,
1758212639.8258407,ca:01:07:3b:00:08,00:0c:29:c2:dc:18,192.168.0.1,192.168.0.3,1,
1758212639.825841,ca:01:07:3b:00:08,00:0c:29:c2:dc:18,192.168.0.1,192.168.0.3,1,
1758212639.8260357,00:0c:29:c2:dc:18,ca:01:07:3b:00:08,192.168.0.3,192.168.0.1,17,
1758212639.8261373,00:0c:29:c2:dc:18,ca:01:07:3b:00:08,192.168.0.3,192.168.0.1,17,
1758212639.836543,ca:01:07:3b:00:08,00:0c:29:c2:dc:18,192.168.0.1,192.168.0.3,1,
1758212639.8365433,ca:01:07:3b:00:08,00:0c:29:c2:dc:18,192.168.0.1,192.168.0.3,1,
1758212639.8371167,00:0c:29:c2:dc:18,ca:01:07:3b:00:08,192.168.0.3,192.168.0.1,17,
1758212639.8371696,00:0c:29:c2:dc:18,ca:01:07:3b:00:08,192.168.0.3,192.168.0.1,17,
1758212639.846563,ca:01:07:3b:00:08,00:0c:29:c2:dc:18,192.168.0.1,192.168.0.3,1,
1758212639.846563,ca:01:07:3b:00:08,00:0c:29:c2:dc:18,192.168.0.1,192.168.0.3,1,
1758212639.8466833,00:0c:29:c2:dc:18,ca:01:07:3b:00:08,192.168.0.3,192.168.0.1,17,
1758212639.8467624,00:0c:29:c2:dc:18,ca:01:07:3b:00:08,192.168.0.3,192.168.0.1,17,
1758212639.8572931,ca:01:07:3b:00:08,00:0c:29:c2:dc:18,192.168.0.1,192.168.0.3,1,
1758212639.8578238,00:0c:29:c2:dc:18,ca:01:07:3b:00:08,192.168.0.3,192.168.0.1,17,
1758212639.8579757,00:0c:29:c2:dc:18,ca:01:07:3b:00:08,192.168.0.3,192.168.0.1,17,
1758212639.8582187,ca:01:07:3b:00:08,00:0c:29:c2:dc:18,192.168.0.1,192.168.0.3,1,
1758212639.8682492,ca:01:07:3b:00:08,00:0c:29:c2:dc:18,192.168.0.1,192.168.0.3,1,
1758212639.8682494,ca:01:07:3b:00:08,00:0c:29:c2:dc:18,192.168.0.1,192.168.0.3,1,
1758212639.8683329,00:0c:29:c2:dc:18,ca:01:07:3b:00:08,192.168.0.3,192.168.0.1,17,
1758212639.868391,00:0c:29:c2:dc:18,ca:01:07:3b:00:08,192.168.0.3,192.168.0.1,17,
1758212639.8715851,00:0c:29:c2:dc:18,33:33:00:00:00:fb,fe80::2cc4:e237:ed99:86bb,ff02::fb,17,
1758212639.8786237,ca:01:07:3b:00:08,00:0c:29:c2:dc:18,fe80::c801:7ff:fe3b:8,2001:a:b:c:2f3b:681d:45b5:b57b,58,
1758212639.8786237,ca:01:07:3b:00:08,00:0c:29:c2:dc:18,192.168.0.1,192.168.0.3,1,
1758212639.878679,00:0c:29:c2:dc:18,ca:01:07:3b:00:08,2001:a:b:c:2f3b:681d:45b5:b57b,fe80::c801:7ff:fe3b:8,58,
1758212639.8787246,ca:01:07:3b:00:08,00:0c:29:c2:dc:18,192.168.0.1,192.168.0.3,1,
1758212639.8791552,00:0c:29:c2:dc:18,ca:01:07:3b:00:08,192.168.0.3,192.168.0.1,17,
1758212639.8792052,00:0c:29:c2:dc:18,ca:01:07:3b:00:08,192.168.0.3,192.168.0.1,17,
1758212639.8887951,ca:01:07:3b:00:08,00:0c:29:c2:dc:18,fe80::c801:7ff:fe3b:8,fe80::2cc4:e237:ed99:86bb,58,
1758212639.8888385,00:0c:29:c2:dc:18,ca:01:07:3b:00:08,fe80::2cc4:e237:ed99:86bb,fe80::c801:7ff:fe3b:8,58,
1758212639.8888748,ca:01:07:3b:00:08,00:0c:29:c2:dc:18,192.168.0.1,192.168.0.3,1,
1758212639.8889003,ca:01:07:3b:00:08,00:0c:29:c2:dc:18,192.168.0.1,192.168.0.3,1,
1758212639.8889346,00:0c:29:c2:dc:18,ca:01:07:3b:00:08,192.168.0.3,192.168.0.1,17,
1758212639.8889668,00:0c:29:c2:dc:18,ca:01:07:3b:00:08,192.168.0.3,192.168.0.1,17,
1758212639.898922,ca:01:07:3b:00:08,00:0c:29:c2:dc:18,192.168.0.1,192.168.0.3,1,
1758212639.8989222,ca:01:07:3b:00:08,00:0c:29:c2:dc:18,192.168.0.1,192.168.0.3,1,
1758212639.8991685,00:0c:29:c2:dc:18,ca:01:07:3b:00:08,192.168.0.3,192.168.0.1,17,
1758212639.8991954,00:0c:29:c2:dc:18,ca:01:07:3b:00:08,192.168.0.3,192.168.0.1,17,
1758212639.9094002,ca:01:07:3b:00:08,00:0c:29:c2:dc:18,192.168.0.1,192.168.0.3,1,
1758212639.9094768,ca:01:07:3b:00:08,00:0c:29:c2:dc:18,192.168.0.1,192.168.0.3,1,
1758212639.9095693,00:0c:29:c2:dc:18,ca:01:07:3b:00:08,192.168.0.3,192.168.0.1,17,
1758212639.9096384,00:0c:29:c2:dc:18,ca:01:07:3b:00:08,192.168.0.3,192.168.0.1,17,
1758212639.9197347,ca:01:07:3b:00:08,00:0c:29:c2:dc:18,192.168.0.1,192.168.0.3,1,
1758212639.919735,ca:01:07:3b:00:08,00:0c:29:c2:dc:18,192.168.0.1,192.168.0.3,1,
1758212639.9203486,00:0c:29:c2:dc:18,ca:01:07:3b:00:08,192.168.0.3,192.168.0.1,17,
1758212639.9204144,00:0c:29:c2:dc:18,ca:01:07:3b:00:08,192.168.0.3,192.168.0.1,17,
1758212639.9298184,ca:01:07:3b:00:08,00:0c:29:c2:dc:18,192.168.0.1,192.168.0.3,1,
1758212639.9298186,ca:01:07:3b:00:08,00:0c:29:c2:dc:18,192.168.0.1,192.168.0.3,1,
1758212639.9299734,00:0c:29:c2:dc:18,ca:01:07:3b:00:08,192.168.0.3,192.168.0.1,17,
1758212639.930033,00:0c:29:c2:dc:18,ca:01:07:3b:00:08,192.168.0.3,192.168.0.1,17,
1758212639.9400752,ca:01:07:3b:00:08,00:0c:29:c2:dc:18,192.168.0.1,192.168.0.3,1,
1758212639.9400754,ca:01:07:3b:00:08,00:0c:29:c2:dc:18,192.168.0.1,192.168.0.3,1,
1758212639.940358,00:0c:29:c2:dc:18,ca:01:07:3b:00:08,192.168.0.3,192.168.0.1,17,
1758212639.9404304,00:0c:29:c2:dc:18,ca:01:07:3b:00:08,192.168.0.3,192.168.0.1,17,
1758212639.9505944,ca:01:07:3b:00:08,00:0c:29:c2:dc:18,192.168.0.1,192.168.0.3,1,
1758212639.9505947,ca:01:07:3b:00:08,00:0c:29:c2:dc:18,192.168.0.1,192.168.0.3,1,
1758212639.9510205,00:0c:29:c2:dc:18,ca:01:07:3b:00:08,192.168.0.3,192.168.0.1,17,
1758212639.9510672,00:0c:29:c2:dc:18,ca:01:07:3b:00:08,192.168.0.3,192.168.0.1,17,
1758212639.9610653,ca:01:07:3b:00:08,00:0c:29:c2:dc:18,192.168.0.1,192.168.0.3,1,
1758212639.9610655,ca:01:07:3b:00:08,00:0c:29:c2:dc:18,192.168.0.1,192.168.0.3,1,
1758212639.9614098,00:0c:29:c2:dc:18,ca:01:07:3b:00:08,192.168.0.3,192.168.0.1,17,
1758212639.961464,00:0c:29:c2:dc:18,ca:01:07:3b:00:08,192.168.0.3,192.168.0.1,17,
1758212639.9712455,ca:01:07:3b:00:08,00:0c:29:c2:dc:18,192.168.0.1,192.168.0.3,1,
1758212639.971246,ca:01:07:3b:00:08,00:0c:29:c2:dc:18,192.168.0.1,192.168.0.3,1,
1758212639.9713542,00:0c:29:c2:dc:18,ca:01:07:3b:00:08,192.168.0.3,192.168.0.1,17,
1758212639.9713886,00:0c:29:c2:dc:18,ca:01:07:3b:00:08,192.168.0.3,192.168.0.1,17,
1758212639.982079,ca:01:07:3b:00:08,00:0c:29:c2:dc:18,192.168.0.1,192.168.0.3,1,
1758212639.9820793,ca:01:07:3b:00:08,00:0c:29:c2:dc:18,192.168.0.1,192.168.0.3,1,
1758212640.2963667,00:0c:29:77:3b:af,01:00:5e:00:00:fc,192.168.0.4,224.0.0.252,2,
1758212640.3122222,00:0c:29:c2:dc:18,33:33:00:01:00:03,fe80::2cc4:e237:ed99:86bb,ff02::1:3,17,
1758212640.4836307,00:0c:29:c2:dc:18,33:33:00:00:00:fb,fe80::2cc4:e237:ed99:86bb,ff02::fb,17,
1758212640.9203014,00:0c:29:c2:dc:18,33:33:00:01:00:03,fe80::2cc4:e237:ed99:86bb,ff02::1:3,17,
1758212641.0898051,00:0c:29:c2:dc:18,33:33:00:00:00:fb,fe80::2cc4:e237:ed99:86bb,ff02::fb,17,
1758212641.5392468,00:0c:29:c2:dc:18,33:33:00:01:00:03,fe80::2cc4:e237:ed99:86bb,ff02::1:3,17,
1758212641.7083514,00:0c:29:c2:dc:18,33:33:00:00:00:fb,fe80::2cc4:e237:ed99:86bb,ff02::fb,17,
1758212642.1719573,00:0c:29:c2:dc:18,33:33:00:01:00:03,fe80::2cc4:e237:ed99:86bb,ff02::1:3,17,
1758212642.3218815,00:50:56:c0:00:02,01:00:5e:00:00:fc,169.254.92.128,224.0.0.252,2,
1758212642.344082,00:0c:29:c2:dc:18,33:33:00:00:00:fb,fe80::2cc4:e237:ed99:86bb,ff02::fb,17,
1758212642.7795484,00:0c:29:c2:dc:18,33:33:00:01:00:03,fe80::2cc4:e237:ed99:86bb,ff02::1:3,17,
1758212642.8308887,00:50:56:c0:00:02,01:00:5e:7f:ff:fa,169.254.92.128,239.255.255.250,2,
1758212642.8308892,00:50:56:c0:00:02,00:0c:29:c2:dc:18,fe80::cbea:9338:c8bb:5317,fe80::2cc4:e237:ed99:86bb,58,
1758212642.8310306,00:0c:29:c2:dc:18,00:50:56:c0:00:02,fe80::2cc4:e237:ed99:86bb,fe80::cbea:9338:c8bb:5317,58,
